title,popularity,favorites,studios
Vandread,0.08481993719516269,0.0017715391291193258,541
Vandread: The Second Stage,0.11084385648426538,0.0004936423640692054,541
Tenkuu no Escaflowne,0.0518808044364268,0.009132383735280301,1635
Whistle!,0.20040756330593976,0.00033042190498180685,1458
Xenosaga The Animation,0.17628783323311287,0.00019506835354347632,1751
Initial D First Stage,0.020244537983563838,0.05551486102375056,521
Initial D Second Stage,0.0357118995122603,0.0048568039045518594,1120
Initial D Third Stage,0.04496559096679361,0.002930006289959155,1467
Gosenzo Sane,0.3506380704215942,4.3790854877106935e-05,36
Love Hina,0.033306607870648756,0.006086928827917864,1893
Love Hina Again,0.08562170107569987,0.0003543078258238652,1893
Love Hina Christmas Special: Silent Eve,0.10790405558896238,0.00019904934035048605,1893
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,0.1133827754392998,8.360072294720415e-05,1893
Maburaho,0.07850604663593239,0.0009434938732613039,688
Macross Zero,0.1308211398409835,0.000513547298104254,1297
Onegai☆Teacher,0.048907596712768085,0.00400089174104477,365
Onegai☆Twins,0.08234783189683971,0.000756387493331847,365
Rizelmine,0.1622903721520679,0.00021497328757852493,862
Speed Grapher,0.0674149796218347,0.0025916224113633284,541
Sen to Chihiro no Kamikakushi,0.001436493619295784,0.13953358758569073,1504
Tenshi na Konamaiki,0.15427273334669608,0.0006210339418935165,1679
Video Girl Ai,0.1461214672279014,0.0006051099946654776,1166
Wolf's Rain,0.025990512460746976,0.023782415185076074,234
Words Worth,0.24557359524286765,0.0001512774986663694,145
Yumeria,0.1562103293913276,0.00013535355143833052,1467
Samurai Champloo,0.003708157947484466,0.1637180824382748,896
Lodoss-tou Senki: Eiyuu Kishi Den,0.13536446849736086,0.0005891860474374387,36
Lodoss-tou Senki,0.08174650898643683,0.00328829510259003,856
R.O.D: Read or Die,0.09410703547805171,0.0014729651185935969,1467
R.O.D: The TV,0.09540990178392462,0.001799406036768394,688
Ranma ½,0.0329725395870916,0.018714618979752698,1467
Pure Mail,0.33777644150464353,4.3790854877106935e-05,364
Project A-Ko,0.16649963252488809,0.0006608438099636137,67
Pia Carrot e Youkoso!!,0.329491548072426,1.1942960421029163e-05,1814
Pia Carrot e Youkoso!! 2,0.3668737890024721,1.1942960421029163e-05,1814
Pia Carrot e Youkoso!! 2 DX,0.3589563706821674,1.1942960421029163e-05,527
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,0.35347765083183,3.980986807009721e-06,643
Shin Angel,0.3484666265784726,4.777184168411665e-05,145
Kidou Senkan Nadesico,0.10777042827553952,0.0020183603111539284,1893
Kidou Senkan Nadesico: The Prince of Darkness,0.18934990312019778,0.0001313725646313208,1893
Kuro no Danshou,0.35929043896572455,5.175282849112637e-05,709
Mezzo Forte,0.13726865771363667,0.0004976233508762151,145
Mezzo DSA,0.16205652435357787,0.0003344028917888166,145
Dragon Ball,0.005011024253357386,0.07139103641010533,1751
Dragon Ball GT,0.011892830894634865,0.009247832352683583,1751
Elfen Lied,0.002672546268457273,0.10013376115671552,145
FLCL,0.007783791006881807,0.13195776969195122,509
Jigoku Shoujo,0.023518407162424,0.013435830473657808,1467
Ninin ga Shinobuden,0.1398409834970268,0.0005533571661743513,2015
Air Master,0.13008618961715776,0.0006648247967706234,1751
Asagiri no Miko,0.2522549609140108,2.3885920842058325e-05,293
Cardcaptor Sakura,0.017839246341952292,0.0588469469812177,856
Daa! Daa! Daa!,0.1606534375626378,0.0010469995302435566,688
Dan Doh!!,0.3142914411705752,1.1942960421029163e-05,1773
Meitantei Conan,0.024186543729538316,0.06386697134485696,1679
E's Otherwise,0.19272399278412508,0.00010350565698225275,1574
Koukyoushihen Eureka Seven,0.018975078506046635,0.037266017500418,234
Rekka no Honoo,0.09684639540322042,0.0010947713719276734,1574
Gankutsuou,0.034709694661588825,0.01614290150242442,541
Genshiken,0.04807242600387519,0.0061944154717071265,1105
Girls Bravo: First Season,0.05598984432417986,0.0013455735407692858,44
Gokusen,0.11538718514064275,0.0011465242004187997,856
Gravitation,0.06758201376361328,0.004538324959991082,1467
Agatha Christie no Meitantei Poirot to Marple,0.2549275071824681,0.00010350565698225275,1010
Great Teacher Onizuka,0.0073495022382575,0.11431403616328414,1574
Groove Adventure Rave,0.0762343823077437,0.0015446228811197718,1467
