title,popularity,favorites,studios
Break Blade Movie 1: Kakusei no Toki,2580,161,Production I.G|Xebec
Shakugan no Shana III (Final),1143,1154,J.C.Staff
Kuuchuu Buranko,2356,1389,Toei Animation
Pokonyan!,13178,9,Animation 21
ef: A Tale of Memories. - Recollections,6311,7,Shaft
Goulart Knights: Evoked the Beginning Black,6734,18,Studio Blanc.
Kanokon: Manatsu no Dai Shanikusai,3684,34,Xebec
Kidou Senshi SD Gundam Mk-V,10663,1,Sunrise
"Kuroshitsuji: Sono Shitsuji, Kougyou",2074,253,A-1 Pictures
Kurokami: Tora to Tsubasa,7396,4,Sunrise
Genius Party Beyond,5071,86,Studio 4°C
Kyuukyoku Choujin R,12419,5,Studio Coa
Docchi ni Suru?,15189,1,Yamamura Animation
Saa Ikou! Tamagotchi,14022,1,OLM
Transformers: Scramble City,11711,3,Toei Animation
So Ra No Wo To,1587,1524,A-1 Pictures
InuYasha: Kanketsu-hen,916,2315,Sunrise
Ukkari Pénélope (2009),16323,0,Nippon Animation
Da Nao Tiangong,13859,9,Shanghai Animation Film Studio
Momotarou no Umiwashi,12204,0,Shochiku Animation Institute
K-On!: Live House!,1593,296,Kyoto Animation
xxxHOLiC Rou,2621,197,Production I.G
Halo Legends,3846,233,Bones|Bee Train|Production I.G|Studio 4°C|Toei Animation
Wansa-kun,13496,1,Mushi Production
Cyborg 009,9772,2,Toei Animation
Iron Man,4567,32,Madhouse
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,6279,9,OLM
Usavich Specials,12344,0,Kanaban Graphics
Deadman Wonderland,120,7120,Manglobe
Hatsukoi Limited.: Gentei Shoujo,5716,7,J.C.Staff
Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,9463,1,Zexcs
Ookami to Koushinryou II: Holo no Short Anime,3126,150,Brain's Base|Marvy Jack
Sora no Manimani Specials,8644,2,Studio Comet
Time Bokan Series: Zenderman,13356,2,Tatsunoko Production
Ontama!,10967,3,Encourage Films
Soukan Yuugi 2,9035,8,Y.O.U.C
Yokorenbo: Immoral Mother,6499,86,Suzuki Mirano
Oni Chichi,3239,488,PoRO
Hakuouki,1556,1923,Studio Deen
Pandora Hearts Omake,3697,108,Xebec
Stitch! Itazura Alien no Daibouken,11238,4,Madhouse
Tamagotchi!,12302,14,OLM Digital
Battle Spirits: Shounen Gekiha Dan,9681,12,Sunrise
Saikyou Bushouden: Sangoku Engi,11070,7,Future Planet|Beijing Huihuang Animation Company
Prima Donna Mai,13409,2,Obtain Future
Hellsing: Digest for Freaks,3674,70,Satelight
Jungle Taitei: Yuuki ga Mirai wo Kaeru,11628,2,Tezuka Productions
Tsuideni Tonchinkan,13809,7,Studio Comet
Wolverine,4719,25,Madhouse
X-Men,4697,31,Madhouse
Blade,4609,40,Madhouse
Fate/stay night Movie: Unlimited Blade Works,1159,925,Studio Deen
Higashi no Eden: Air Communication,4263,22,Production I.G
Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,7418,2,Shin-Ei Animation
Kemono to Chat,12094,0,Indeprox
Enkinhou no Hako: Hakase no Sagashimono,13715,2,Yamamura Animation
Hermes: Ai wa Kaze no Gotoku,12874,1,Animation Staff Room
Eien no Hou,12880,4,Group TAC
Toriko: Jump Super Anime Tour 2009 Special,7600,9,ufotable
Gintama: Shiroyasha Koutan,2838,92,Sunrise
Mudazumo Naki Kaikaku: The Legend of Koizumi,6137,39,TYO Animations
Uchurei!,13234,0,Robot Communications
Bakemonogatari Recap,3489,52,Shaft
Aos,11462,1,Kuri Jikken Manga Koubou
Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,3478,88,Gallop
Ningen Doubutsuen,9735,2,Kuri Jikken Manga Koubou
Kara no Kyoukai Movie 8: Shuushou,1974,353,ufotable
Working!!,581,2538,A-1 Pictures
Hyakko Extra,7106,5,Nippon Animation
GA: Geijutsuka Art Design Class - Aozora ga Kakitai,9353,1,AIC PLUS+
Yuu☆Yuu☆Hakusho Picture Drama,6549,13,Studio Pierrot
Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,16431,1,TMS Entertainment
Choujin Sentai Baratack,13287,3,Toei Animation
Gegege no Kitarou (1971),10450,4,Toei Animation
Senkou no Night Raid,3687,62,A-1 Pictures
Seikimatsu Occult Gakuin,2239,202,A-1 Pictures
Koro no Dai Sanpo,10466,2,Studio Ghibli
Kyoufu Densetsu Kaiki! Frankenstein,12126,2,Toei Animation
Shukufuku no Campanella,4414,29,AIC
Kaidan Restaurant,5719,52,Toei Animation
Super Zugan,13461,3,Studio Deen
Hidamari Sketch x 365 Specials,5593,10,Shaft
Buddha Saitan,8126,8,Group TAC
Kansen: Inyoku no Rensa,7528,12,Suzuki Mirano
Aki-Sora,2051,351,Hoods Entertainment
Doraemon Movie 30: Nobita no Ningyo Daikaisen,7515,5,Shin-Ei Animation
Uchuu Ace,14703,2,Tatsunoko Production
Hoshi ni Negai wo: Fantastic Cat,12413,0,Barnum Studio
Koneko no Rakugaki,11764,2,Toei Animation
Koneko no Studio,12086,4,Toei Animation
Tennis no Oujisama: Another Story - Kako to Mirai no Message Specials,8565,3,M.S.C
Shin Calimero,11453,2,Visual 80|Teleimage
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,6984,19,Toei Animation
Senjou no Valkyria: SenVal Theater,6691,3,A-1 Pictures
K-On!: Ura-On!,3065,90,Kyoto Animation
Ni-hiki no Sanma,14607,0,Kuri Jikken Manga Koubou
G-senjou no Higeki,13456,0,Kuri Jikken Manga Koubou
Heya,12524,2,Kuri Jikken Manga Koubou
Kiseichuu no Ichiya,11251,9,Kuri Jikken Manga Koubou
Mado,14359,0,Kuri Jikken Manga Koubou
Manga,13590,3,Kuri Jikken Manga Koubou
Pop,13178,1,Kuri Jikken Manga Koubou
Tonari no Yarou,14187,1,Kuri Jikken Manga Koubou
Kemeko no Love,13161,0,Kuri Jikken Manga Koubou
Satsujinkyou Jidai,13820,0,Kuri Jikken Manga Koubou
Kitte no Gensou,14477,0,Kuri Jikken Manga Koubou
Seto no Hanayome OVA Specials,6397,2,Gonzo
Zan Sayonara Zetsubou Sensei Bangaichi,3937,39,Shaft
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,6396,9,Shin-Ei Animation
Crush Gear Nitro,12143,3,Sunrise
Shinshuu Sudama-hen,14645,1,Magic Bus
Fault!!,4918,156,T-Rex
Kaichou wa Maid-sama!,113,23785,J.C.Staff
Uragiri wa Boku no Namae wo Shitteiru,2253,1030,J.C.Staff
Black★Rock Shooter (OVA),1536,813,Ordet
Ring of Gundam,9079,4,Sunrise
Hidamari Sketch x ☆☆☆,4602,151,Shaft
Mahoromatic: Tadaima Okaeri,7056,5,Gainax
Ookamikakushi,2819,91,AIC
Danball Senki,6801,59,OLM
Shugo Chara! Party!,2791,181,Satelight
Hakushaku to Yousei Specials,7419,9,Artland
Ichiban Ushiro no Daimaou,443,1321,Artland
Madou King Granzort: Saigo no Magical Taisen,15523,0,Sunrise
Shoujo Fight: Norainu-tachi no Odekake,14763,1,Production I.G
Miracle☆Train: Oedo-sen e Youkoso,5476,41,Yumeta Company
Ougon Senshi Gold Lightan,13323,3,Tatsunoko Production
Shikabane Hime: Puchitto,9593,2,Gainax
Shounen Maid Kuuro-kun: Tenshi no Uta,5298,89,Zyc
Ginga Tetsudou no Yoru: Fantasy Railroad in the Stars,11951,4,KAGAYA Studio
30th Gundam Perfect Mission,7990,8,Sunrise
Dai Yamato Zero-gou,12452,1,JCF
Madou King Granzort: Bouken-hen,16680,1,Sunrise
Mahou Sensei Negima! Movie: Anime Final,5274,21,Shaft|Studio Pastoral
Gdleen,12939,1,Ashi Productions
Ladies versus Butlers!,1190,317,Xebec
Anyamal Tantei Kiruminzoo,7217,68,Satelight
Beat Shot!!,13724,1,Gainax
Arei no Kagami: Way to the Virgin Space,11873,0,Toei Animation
Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,12474,0,Toei Animation
Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Heart no Natsuyasumi,12736,0,Toei Animation
Yoroshiku Mechadock,10586,13,Tatsunoko Production
Yaruki Manman,14720,2,Knack Productions
Usaru-san,13855,1,OLM
Himitsukessha Taka no Tsume Countdown,15816,0,DLE
Cheburashka Arere?,10504,3,GoHands
Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,7656,27,Melissa
Makai Tenshi Djibril 3,9006,13,Studio Soul
Choujikuu Romanesque Samy: Missing 99,11716,3,Anime R|Aubeck|Project Team Eikyuu Kikan
Aoi Bungaku Series,1209,1613,Madhouse
Rose O'Neill Kewpie,16957,0,TMS Entertainment
Macross F Movie 2: Sayonara no Tsubasa,4670,141,Satelight
Hoshi ni Negai wo: Cold Body + Warm Heart,12020,0,Barnum Studio
Hyakka Zukan,14959,0,Yamamura Animation
Sekai Meisaku Douwa: Wow! Maerchen Oukoku,13263,3,Toei Animation
Naked Wolves,15435,5,Kate Arrow
Top wo Nerae! Gunbuster Specials,8058,1,Gainax
Grick no Bouken,16181,2,Studio Korumi
Harukanaru Toki no Naka de 3: Owarinaki Unmei,10579,3,Yumeta Company
Kagirohi: Shaku Kei,8403,14,PoRO
Onmyouji Ayakashi no Megami: Inran Jubaku,8805,11,T-Rex
Kara no Shoujo,7805,24,Flavors Soft
Binkan Athlete,7728,16,T-Rex
Diabolus: Kikoku,8262,19,PoRO
Kidou Senshi Gundam 00 Special Edition,6533,29,Sunrise
Natsumushi The Animation,8378,7,Cafe de Jeilhouse
TO,8878,4,Oxybot
Ginga Tetsudou 999: Diamond Ring no Kanata e,12677,1,Toei Animation
Cyborg 009: Kaijuu Sensou,11215,1,Toei Animation
Licca-chan Fushigi na Mahou no Ring,13260,1,Ajia-do
Meitantei Conan: Kuro no Soshiki to Taiketsu no Rekishi,7525,6,TMS Entertainment
Meitantei Conan Movie 08: Ginyoku no Time Travel Recap,5207,7,TMS Entertainment
Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap,6929,4,TMS Entertainment
Gegege no Kitarou (1985),10559,2,Toei Animation
Mirai Shounen Conan (Movie),10679,4,Nippon Animation
Suzumiya Haruhi no Shoushitsu,377,14277,Kyoto Animation
Yona Yona Penguin,13593,0,Madhouse
Needless+: Saint Lily Gakuen no Himitsu,5832,13,Madhouse
Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,10902,4,TMS Entertainment
Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,11861,3,TMS Entertainment
Koisuru Tenshi Angelique: Kagayaki no Ashita Special,11903,1,Satelight
Bakugan Battle Brawlers: Gundalian Invaders,3404,113,TMS Entertainment
Cyborg 009: Chou Ginga Densetsu,10440,5,Toei Animation
"Hetalia Axis Powers Movie: Paint it, White",3194,208,Studio Deen
Darker than Black: Kuro no Keiyakusha Gaiden,1043,851,Bones
Hokuto no Ken: Legend of Heroes,10101,4,Toei Animation
Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,11308,1,Toei Animation
"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",11597,5,Production I.G
Naruto: The Cross Roads,3321,37,Studio Pierrot
100%,14063,0,J.C.Staff
Shakugan no Shana-tan S,5078,3,J.C.Staff
Fuyu no Sonata: Joshou - Hatsuyuki no Negai,9784,2,Studio Comet|KeyEast|REALTHING
Card Wang: Mix Master,12425,9,Nippon Animation
Shuffle! Prologue,5591,4,asread.
Kanojo x Kanojo x Kanojo: Sanshimai to no Dokidoki Kyoudou Seikatsu,3468,638,Studio Eromatick
Getsumen to Heiki Mina Specials,13155,0,Gonzo
Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,10107,0,Toei Animation
Dragon Quest: Dai no Daibouken,10636,7,Toei Animation
Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,11509,3,Toei Animation
Karo to Piyobupt: Ouchi,15441,1,Yamamura Animation
Karo to Piyobupt: Sandwich,15567,0,Yamamura Animation
Kipling Jr.,16192,1,Yamamura Animation
Kid's Castle,15172,0,Yamamura Animation
AIKa Zero Picture Drama,8561,8,Studio Fantasia
Kurutta Kyoutou: Danzai no Gakuen,11106,3,Studio 9 Maiami
Discipline Zero,6388,53,Studio 9 Maiami
Watashi no Shiranai Mesu no Kao,8641,18,Studio Eromatick
Komaneko no Christmas: Maigo ni Natta Present,16902,0,dwarf
Weiß Survive R,6648,4,Studio Hibari
Eve no Jikan (Movie),1968,596,Studio Rikka
Princess Lover! Picture Drama,5891,9,GoHands
Meitantei Conan Movie 09: Suihei Senjou no Strategy Recap,7120,2,TMS Entertainment
Gintama Movie 1: Shinyaku Benizakura-hen,1552,640,Sunrise
Ano Ko ni 1000%,10919,0,Visual 80
Karate Baka Ichidai,12066,3,TMS Entertainment
"Yume kara, Samenai",11803,1,Shaft
Karo to Piyobupt: Ame no Hi,15462,0,Yamamura Animation
Dragon Quest Retsuden: Roto no Monshou,11826,0,Nippon Animation
Knyacki!,14564,7,I.Toon
Boku wa Kuma,13230,1,dwarf
Taichi Senjimon,12675,8,Toei Animation|JM Animation
Fuku-chan no Sensuikan,14696,0,Shochiku Animation Institute
Soukou Kihei Votoms: Pailsen Files Movie,11912,0,The Answer Studio
Kurogane no Linebarrels Specials,9113,1,Gonzo
Komadori Movie: Komaneko,16412,2,dwarf
Quiz Magic Academy: The Original Animation 2,8994,4,AIC PLUS+
Pokemon: Pikachu Tanken Club,8099,2,OLM
Gowapper 5 Gordam,13469,1,Tatsunoko Production
Fate/stay night TV Reproduction,3802,54,Studio Deen
Kaitou Reinya,10068,0,Stingray
Umineko no Naku Koro ni Specials,5821,21,Studio Deen
Idol Ace,14420,1,OLM
Bakunyuu Bomb,8833,23,Studio Ten Carat
Oh! Family,12614,0,Knack Productions
Gokinjo Monogatari the Movie,9815,8,Toei Animation
Ikkitousen: Xtreme Xecutor,3424,40,TNK
Otome Chibaku Yuugi,8852,13,Suzuki Mirano
Reijoku no Yakata,9900,6,Y.O.U.C
Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,9026,7,PoRO
Saraiya Goyou,2376,883,Manglobe
Mayoi Neko Overrun!,1810,216,AIC
Tono to Issho,10132,8,Gathering
Nurarihyon no Mago,973,1415,Studio Deen
Kiss x Sis (TV),413,1840,feel.
Haiyoru! Nyaruani,4488,24,DLE
"Boku, Otaryman.",9724,2,Panda Factory|Studio PuYUKAI
Loups=Garous,5671,10,Production I.G|Trans Arts
Mashin Eiyuuden Wataru: Owarinaki Toki no Monogatari,14676,1,Sunrise
Anju to Zushioumaru,10950,5,Toei Animation
Issho ni Ecchi,9540,13,G-Lam
Haha Sange,8515,18,Y.O.U.C
Michi (Movie),13227,20,Tomoyasu Murata Company
Gegege no Kitarou (1996),9308,10,Toei Animation
Yousei Dick,14356,6,Grouper Productions
Umi no Triton (1979),14388,1,Animation Staff Room|Office Academy
Mitsudomoe,2156,591,Bridge
Shounen Santa no Daibouken!,17513,2,Studio Deen
Domo-kun,10969,16,dwarf
Heartcatch Precure!,4197,707,Toei Animation
Yawarakame♥,16747,0,ufotable
Arakawa Under the Bridge,731,2483,Shaft
Ningen Shikkaku: Director's Cut-ban,6729,53,Madhouse
Tokyo Magnitude 8.0 Recap,7463,11,Bones|Kinema Citrus
Major S6,3043,476,SynergySP
Giant Killing,2844,380,Studio Deen
Shinrei Tantei Yakumo,1876,558,Bee Train
Nils no Fushigi na Tabi (Movie),13557,1,Studio Pierrot
Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,11137,0,Toei Animation
Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,12390,0,Toei Animation
"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",5487,12,Production I.G
Bakuman.,372,9662,J.C.Staff
Suiren no Hito,17246,0,Tomoyasu Murata Company
Tokimeki Memorial 4: Original Animation - Hajimari no Finder,11918,2,Asahi Production
Pokemon Movie 13: Genei no Hasha Zoroark,2725,33,OLM
Sangokushi: Dai Ichi Bu - Eiyuu-tachi no Yoake,14691,3,Toei Animation
Sangokushi: Dai Ni Bu - Choukou Moyu!,15115,0,Toei Animation
Sangokushi: Dai San Bu - Harukanaru Taichi,15577,1,Toei Animation
Starry☆Sky,3482,130,Studio Deen
Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,7002,34,PoRO
Peng You Town,17619,1,Tomoyasu Murata Company
Karigurashi no Arrietty,689,1464,Studio Ghibli
Kansen 2: Inzai Toshi,8346,6,Suzuki Mirano
Auto Mommy,16986,1,Sovat Theater
Denshinbashira Elemi no Koi,10410,9,Sovat Theater
Ookiku Furikabutte: Natsu no Taikai-hen,3687,190,A-1 Pictures
Hipira-kun,10520,1,Sunrise
Shiki,381,9045,Daume
Hellsing: Psalm of the Darkness,4219,46,Gonzo
Hokkyoku no Muushika Miishika,16124,1,Mushi Production
Issho ni H Shiyo,6861,54,Studio Boogie Nights|Mouse
11eyes: Momoiro Genmutan,3973,21,Doga Kobo
Queen's Blade: Gyokuza wo Tsugu Mono Specials,6331,6,Arms
Fight Ippatsu! Juuden-chan!! Specials,7883,4,Studio Hibari
Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,8065,4,SynergySP
Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,3352,514,ChuChu
DigiGirl Pop!: Strawberry & Pop Mix Flavor,15628,0,Creators Dot Com
Saki Picture Drama,9583,5,Gonzo
Masuda Kousuke Gekijou: Gag Manga Biyori +,10998,1,Studio Deen
"Yondemasu yo, Azazel-san.",4407,68,Production I.G
Tantei Opera Milky Holmes,3665,231,J.C.Staff
Ookami-san to Shichinin no Nakama-tachi,972,804,J.C.Staff
Yutori-chan,8623,3,Actas
"Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!",7731,2,Doga Kobo
Futatsu no Kurumi,13832,1,Shin-Ei Animation
Andersen Monogatari (TV),13372,1,Mushi Production
Gothicmade: Hana no Utame,10287,6,Automatic Flowers Studio
Kämpfer Picture Drama,6095,6,Nomad
Yojouhan Shinwa Taikei,525,19153,Madhouse
Arabian Night: Sindbad no Bouken,12109,2,Toei Animation
K-On!!,306,15334,Kyoto Animation
Ring ni Kakero 1: Shadow-hen,11726,1,Toei Animation
Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,3941,15,SILVER LINK.
Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,13988,0,Toei Animation
Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,12600,1,Toei Animation
B-gata H-kei,662,1613,HAL Film Maker
Yousei Ou,11412,3,Madhouse
Notari Matsutarou,14706,1,Mushi Production|Big Bang
Seton Doubutsuki,14084,4,Eiken
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,9216,4,Production I.G
Sora no Otoshimono: Project Pink,2180,156,AIC ASTA
Versailles no Bara to Onna-tachi,10057,36,Tokyo Movie Shinsha
Transformers: Robot Masters,13655,1,Actas|Studio A-CAT
Gon,11761,7,Daewon Media
Baka to Test to Shoukanjuu Specials,3548,38,SILVER LINK.
Kanokon: Manatsu no Dai Shanikusai Specials,5437,14,Xebec
Oz no Mahoutsukai,13892,3,Topcraft
"Momoko, Kaeru no Uta ga Kikoeru yo.",8951,29,Magic Bus
Ramen Tenshi Pretty Menma,9422,2,Arms
Issho ni Sleeping: Sleeping with Hinako,5327,44,Studio Hibari
Fullmetal Alchemist: Brotherhood - 4-koma Gekijou,3159,126,Bones
Kemono no Souja Erin Recap,11477,5,Production I.G|Trans Arts
Love² Police,14068,1,Ripple Film
Otaku no Seiza,13003,1,81 Produce
Defend Love,11805,1,Sunrise|Telecom Animation Film
The Marshmallow Times,12732,9,Studio Comet
Cybot Robocchi,15843,0,Knack Productions
Pachislo Kizoku Gin,13147,2,A-Line
Hiroshima ni Ichiban Densha ga Hashitta,14860,0,Madhouse
Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,7049,42,Suzuki Mirano
"Chi's Sweet Home: Chi to Kocchi, Deau.",8038,7,Madhouse
Obake no Q-tarou (1985),14442,1,Shin-Ei Animation
Taiyou no Hou: El Cantare e no Michi,12922,4,Group TAC
Time Bokan Series: Gyakuten Ippatsuman,13005,0,Tatsunoko Production
Soukou Kihei Votoms: Genei-hen,10424,1,Sunrise
Tegamibachi Gakuen,7017,10,Pierrot Plus
Toaru Kagaku no Railgun: Motto Marutto Railgun,3592,31,J.C.Staff
Super Street Fighter IV,7968,5,Gonzo
Nodame Cantabile: Finale - Mine to Kiyora no Saikai,3743,36,J.C.Staff
Oppai no Ouja 48,6810,47,T-Rex
Sennin Buraku,13810,5,TCJ
Taishou Yakyuu Musume. Specials,12942,1,J.C.Staff
Shin Koihime†Musou: Otome Tairan,5256,26,Doga Kobo
Mai-HiME: Kuro no Mai/Saigo no Bansan,8580,3,Sunrise
Sekaiichi Hatsukoi OVA,2859,131,Studio Deen
Ashiaraiyashiki no Juunin-tachi.,11287,2,GARDEN LODGE
Karakuri Kengou Den Musashi Lord,14191,0,Studio Pierrot
Kuroshitsuji Picture Drama,5169,48,A-1 Pictures
Highschool of the Dead,82,10630,Madhouse
Kure-nai OVA,6350,3,Brain's Base
Tamala 2010: A Punk Cat in Space OVA,12744,2,Studio Pierrot|Studio 4°C
Densetsu no Yuusha no Densetsu,874,2048,Zexcs
Bakumatsu no Spasibo,12680,1,Magic Bus
Lupin III: The Last Job,7614,2,TMS Entertainment
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,5978,48,Xebec
Mardock Scramble: The First Compression,2800,189,GoHands
HenSemi,4699,42,Xebec
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,12162,3,TMS Entertainment
Tottoko Hamtarou Movie 4: Hamtarou to Fushigi no Oni no Emon Tou,12318,2,TMS Entertainment
Fukubiki! Triangle: Miharu After,5693,73,PoRO
Last Waltz: Hakudaku Mamire no Natsu Gasshuku,8502,20,Suzuki Mirano
Uchuu Show e Youkoso,4742,48,A-1 Pictures
Gotou ni Naritai.,10754,5,Tama Production
Cooking Papa,11227,8,Eiken
Kuragehime,1064,5254,Brain's Base
Mighty Orbots,14719,2,Tokyo Movie Shinsha
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,11555,2,Sunrise
Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,7968,5,Toei Animation
"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de Arimasu!!",10254,6,Sunrise
Shin Minashigo Hutch,13111,3,Tatsunoko Production
Konchuu Monogatari Minashigo Hutch (1989),12055,1,Tatsunoko Production
Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,14498,1,Tatsunoko Production
Colorful (Movie),1299,1334,Sunrise|Ascension
Gegege no Kitarou: Nippon Bakuretsu,13013,1,Toei Animation
Gegege no Kitarou: Daikaijuu,12932,1,Toei Animation
Gegege no Kitarou: Chisougan,14136,0,Toei Animation
Gegege no Kitarou (1985 Movie),13773,0,Toei Animation
Gegege no Kitarou: Youkai Daisensou,14360,1,Toei Animation
Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,14597,0,Toei Animation
Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,15035,0,Toei Animation
Gegege no Kitarou: Obake Nighter,14165,1,Toei Animation
Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,14200,0,Toei Animation
Gegege no Kitarou: Jigoku-hen,13122,0,Toei Animation
Mugen Shinshi: Bouken Katsugeki-hen,11593,0,Gallop
One Piece Recap,5144,17,Toei Animation
Teinenpi Shoujo Heidi,15383,2,Studio Crocodile
Fujoshi no Hinkaku,14832,0,Panda Factory
Adachi-ga Hara,11962,0,Tezuka Productions
Bouken Shounen Shadar,14319,2,Nihon Hoso Eigasha
Bouken Korobokkuru,16423,0,Eiken
Bouken Gabotenjima,15630,1,TCJ
The World of Golden Eggs,14053,5,Studio Crocodile
Nodame Cantabile Finale OVA,4577,11,J.C.Staff
Hoshi Shinichi Short Short,18148,0,Echoes
Akuma-kun,11019,12,Toei Animation
Guruguru Town Hanamaru-kun,16948,1,Studio Pierrot
Kawasaki Frontale x Tentai Senshi Sunred 2nd Season,16191,0,AIC ASTA
So Ra No Wo To Specials,4786,13,A-1 Pictures
Hime Chen! Otogi Chikku Idol Lilpri,6683,54,TMS Entertainment
Jigoku Sensei Nube (Movie),10127,2,Toei Animation
Dance in the Vampire Bund: Special Edition,5865,14,Shaft
Hokahoka Kazoku,15178,1,Eiken
"Tekkamen wo Oe: ""d'Artagnan Monogatari"" yori",14794,0,Gallop
Genji Tsuushin Agedama,11775,5,Gallop
Aa Harimanada,11949,3,E&G Films
Jewelpet Twinkle☆,6197,146,Studio Comet
Fushigi na Elevator,15687,0,Yamamura Animation
Baby Felix,15375,2,Radix
Akuma-kun (Movie),13005,2,Toei Animation
Akuma-kun: Youkoso Akuma Land e!!,13670,0,Toei Animation
Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,10770,2,Toei Animation
"On-chan, Yume Power Daibouken!",19195,1,Nippon Animation
True Tears Epilogue,6378,4,P.A. Works
Princess Lover!: Magical Knight Maria-chan,6860,2,GoHands
Genji,12787,3,J.C.Staff
Muumin,7986,48,Mushi Production|Tokyo Movie
Muumin (1972),10875,10,Mushi Production
Anime Yasei no Sakebi,16565,1,Wako Production
Wanpaku Oomukashi Kum Kum,14635,0,Sunrise
Rio: Rainbow Gate!,3836,38,Xebec
Mizuki Shigeru no Toono Monogatari,18920,0,Toei Animation
Keshikasu-kun,18943,0,Shogakukan Music & Digital Entertainment
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,7939,8,SynergySP
Naruto: Shippuuden Movie 4 - The Lost Tower,1005,237,Studio Pierrot
Bleach Movie 4: Jigoku-hen,1203,535,Studio Pierrot
Soukou Kihei Votoms: Case;Irvine,10593,3,Sunrise
Votoms Finder,10195,0,Sunrise
Soukou Kihei Votoms: Koei Futatabi,10235,1,Sunrise
Damen's Walker,18971,0,Kachidoki Studio
Kanin Tokkyuu Michishio,11706,5,Y.O.U.C
Hyakka Ryouran: Samurai Girls,1434,318,Arms
Ai no Senshi Rainbowman,13165,6,Tsuchida Productions
SD Gundam Sangokuden Brave Battle Warriors,9009,5,Sunrise
Toumei Ningen R,9215,7,Y.O.U.C
Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,10211,3,Schoolzone
Ojousama wa H ga Osuki: The Animation,6451,80,T-Rex
Seitokaichou Hikaru,8778,13,Studio Eromatick
Gakuen Saimin Reido,6409,56,Studio Eromatick
Planzet,10088,3,CoMix Wave Films
Ladies versus Butlers! Specials,4224,36,Xebec
Koutetsu Sangokushi Special,14819,0,Picture Magic
Magic Kaito,2771,363,TMS Entertainment
Tegamibachi Reverse,3049,215,Pierrot Plus
Piece,11165,0,Studio Ghibli
Tentai Senshi Sunred: Short Corner,14904,1,AIC ASTA
Kawasaki Frontale x Tentai Senshi Sunred,15933,0,AIC ASTA
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,6887,5,Shaft
Pelican Road Club Caroucha,14678,0,Studio World
Meitantei Conan Magic File 4: Osaka Okonomiyaki Odyssey,6646,13,TMS Entertainment
Kodomo no Keijijougaku,13839,1,Yamamura Animation
Hanakappa,14540,0,Xebec|OLM
Shoka,9002,0,Production I.G
Kachou no Koi,6245,23,Panda Factory
